updatedAt,content,createdAt,entities,geo,id,language,license,lifespan,publishedAt,remoteID,source,summary,tags,updatedAt,adminArea1,adminArea3,adminArea4,adminArea5,formattedAddress,postalCode,streetAddress,addressComponents,coords,latitude,longitude,tag1,tag2,tag3,lang
2014-05-09 19:30:13.088794,"The #ChemSet of #Sprayday16July2013 viewed from South-Eastern Virginia. A heavily #Chemtrail infested sky. A beautifully ugly sky. Unfortunately we live in a world controlled by people who don&#039;t give a shit about the natural beauty of our planet, rat <a href=""http://statigr.am/p/502110239609943554_296615604""><img src=""http://distilleryimage2.s3.amazonaws.com/9957cbaeeef811e2926822000a1f9c9b_7.jpg"" alt=""9957cbaeeef811e2926822000a1f9c9b_7.jpg"" /></a>",2014-05-04T05:43:55.416747,,"{'addressComponents': {'adminArea3': 'VA', 'adminArea1': 'United States', 'adminArea4': 'Giles Co.', 'adminArea5': 'Pembroke', 'postalCode': '24136', 'formattedAddress': '24136, VA'}, 'coords': [-80.566066, 37.325648]}",tisBUdBxSxu2nBIRBg6Org,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-17T08:50:00.000Z,39820-1781,ushahidi,"Chemtrail sky over Virginia, United States 7/17/2013","[{'name': 'Chemtrail Report', 'confidence': 1}]",2014-05-09 19:30:13.088794,United States,VA,Giles Co.,Pembroke,"24136, VA",24136,,"{'adminArea3': 'VA', 'adminArea1': 'United States', 'adminArea4': 'Giles Co.', 'adminArea5': 'Pembroke', 'postalCode': '24136', 'formattedAddress': '24136, VA'}","[-80.566066, 37.325648]",37.325648,-80.566066,Chemtrail Report,,,en
2014-05-09 19:33:05.037584,"The Future Agricultures Consortium is an Africa-based alliance of research organisations seeking to provide timely, high-quality and independent information and advice to improve agricultural policy and practice in Africa.

Through a network of over 90 researchers across the region and around the world, we are showing how agricultural policy in Africa can help to reduce poverty and strengthen agricultural growth.",2014-05-04T06:09:38.106434,,"{'addressComponents': {'adminArea3': 'Nairobi', 'streetAddress': 'Street', 'adminArea1': 'Kenya', 'formattedAddress': 'Street, Nairobi, Kenya', 'adminArea5': 'Nairobi'}, 'coords': [36.804006, -1.301789]}",1V6QenKkRVCCbp-KY_W8ww,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-16T09:30:00.000Z,49477-49,ushahidi,Future Agricultures,"[{'name': 'Agriculture', 'confidence': 1}]",2014-05-09 19:33:05.037584,Kenya,Nairobi,,Nairobi,"Street, Nairobi, Kenya",,Street,"{'adminArea3': 'Nairobi', 'streetAddress': 'Street', 'adminArea1': 'Kenya', 'formattedAddress': 'Street, Nairobi, Kenya', 'adminArea5': 'Nairobi'}","[36.804006, -1.301789]",-1.301789,36.804006,Agriculture,,,en
2014-05-09 19:07:43.129270,"The ideology of Seats2meet.com

""We are transforming to a new era 'The Society3.0. A new order of people is presenting itself. It may still be an undercurrent, but maybe that is the best way to grow. These Society3.0 citizens cannot and will not deal with the thinking of the establishment anymore. They want to add value in their work and life in a significantly different way, namely by creating 'value' instead of 'growth'. 

We think these global citizens – who are increasing in number daily – are the pillars supporting Society3.0. Hundreds of millions of people of the world move around without restraints, literally unbounded, across borders all over our world. Sometimes they do this physically, but more often they do so digitally through out the Internet: the World Wide Web. These people of the world are no longer bound to old organizations. They have organized themselves in virtual social networks. They have started to create value in a different way. They do not work according to a formal organizational structure. They guide themselves. They are themselves. Their social connections show great creative vitality and unleash an enormous amount of energy. From within their self-awareness they respect the individuality of anybody. People of the world of Society30 are not after personal enrichment at the expense of others. They share; they are prepared to do a lot for someone else, without always expecting a monetary reward. They reinvent society and create all kind of new, fair and sustainable business models. 

We think it is both exciting and fun to be such a person, a Knowmad of the world of Society 3.0.

Seats2meet.com wants to play an active role in that world!""

Mariëlle Sijgers & Ronald van den Hoff are the founders of Seats2meet.com",2014-05-04T04:49:08.263536,,"{'addressComponents': {'adminArea3': 'Utrecht', 'adminArea1': 'Netherlands', 'adminArea4': 'Utrecht', 'adminArea5': 'Utrecht', 'streetAddress': 'Vredenburg 140', 'postalCode': '3511 BG', 'formattedAddress': 'Vredenburg 140, 3511 BG Utrecht, Netherlands'}, 'coords': [5.11457, 52.09179]}",iBVBFTelSUeAewYuD5fqbw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-16T09:16:00.000Z,24670-173,ushahidi,Seats2Meet,"[{'name': 'MESH/Smart City Infrastructure', 'confidence': 1}, {'name': 'Software Services', 'confidence': 1}]",2014-05-09 19:07:43.129270,Netherlands,Utrecht,Utrecht,Utrecht,"Vredenburg 140, 3511 BG Utrecht, Netherlands",3511 BG,Vredenburg 140,"{'adminArea3': 'Utrecht', 'adminArea1': 'Netherlands', 'adminArea4': 'Utrecht', 'adminArea5': 'Utrecht', 'streetAddress': 'Vredenburg 140', 'postalCode': '3511 BG', 'formattedAddress': 'Vredenburg 140, 3511 BG Utrecht, Netherlands'}","[5.11457, 52.09179]",52.09179,5.11457,MESH/Smart City Infrastructure,Software Services,,en
2014-05-09 19:32:53.239424,Our daily sky in Holland,2014-05-04T06:04:45.247891,,"{'addressComponents': {'formattedAddress': 'Holland'}, 'coords': [-60.205078, 44.024422]}",qN9rTNOgQE6u_IN5C9Mw5A,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-16T01:52:00.000Z,50423-414,ushahidi,Chemtrails in Holland,"[{'name': 'Chemtrails', 'confidence': 1}]",2014-05-09 19:32:53.239424,,,,,Holland,,,{'formattedAddress': 'Holland'},"[-60.205078, 44.024422]",44.024422,-60.205078,Chemtrails,,,en
2014-05-09 19:32:52.999907,Massive chemtrailing above I-64 between Siler City and Apex North Carolina. Four Planes Flying at once adding to  expanded trails already laid down earlier today.,2014-05-04T06:04:52.144879,,"{'addressComponents': {'formattedAddress': 'Siler City, Pittsboro, Apex, North Carolina'}, 'coords': [-60.205078, 44.024422]}",j2zGE7BIR5SgCPQBQKFgkA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-16T00:16:00.000Z,50423-413,ushahidi,Massive Chemtrailing,"[{'name': 'Chemtrails', 'confidence': 1}]",2014-05-09 19:32:52.999907,,,,,"Siler City, Pittsboro, Apex, North Carolina",,,"{'formattedAddress': 'Siler City, Pittsboro, Apex, North Carolina'}","[-60.205078, 44.024422]",44.024422,-60.205078,Chemtrails,,,en
2014-05-09 19:32:52.595817,woke up to a blue blue sky with a few heavy contrails- these continued through the morning- each contrail spreading until the whole sky a greasy white....,2014-05-04T06:04:53.279134,,"{'addressComponents': {'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'Devon', 'adminArea5': 'Salcombe', 'streetAddress': '44 Devon Road', 'postalCode': 'TQ8 8', 'formattedAddress': '44 Devon Road, Salcombe, TQ8 8'}, 'coords': [-3.769791, 50.23758]}",qtN9fjLsSZmI7jCc7QAhFA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-15T13:54:00.000Z,50423-412,ushahidi,Devon Chemtrails,"[{'name': 'Chemtrails', 'confidence': 1}]",2014-05-09 19:32:52.595817,United Kingdom,England,Devon,Salcombe,"44 Devon Road, Salcombe, TQ8 8",TQ8 8,44 Devon Road,"{'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'Devon', 'adminArea5': 'Salcombe', 'streetAddress': '44 Devon Road', 'postalCode': 'TQ8 8', 'formattedAddress': '44 Devon Road, Salcombe, TQ8 8'}","[-3.769791, 50.23758]",50.23758,-3.769791,Chemtrails,,,en
2014-05-09 19:32:52.515586,"Hi there, 

I have a blog and Youtube at http://www.scottishchemtrails.blogspot.com and http://www.youtube.com/user/scottishchemtrails for showing evidence of Geoengineering in Scotland.

Please feel free to use and post any of my photo's or video's that I have online.

If you would like any of the originals sent to you then just let me know.

Thanks and keep up the great work!

Cheers,

Chris

scottishchemtrails@gmail.com",2014-05-04T06:04:49.845236,,"{'addressComponents': {'adminArea3': 'Scotland', 'adminArea1': 'United Kingdom', 'adminArea4': 'City of Glasgow', 'adminArea5': 'Glasgow', 'streetAddress': 'Street', 'postalCode': 'G12 8', 'formattedAddress': 'Street, Glasgow, G12 8'}, 'coords': [-4.287974, 55.87074]}",ojbS7VLdTbObCy6gOtN6ag,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-15T13:18:00.000Z,50423-410,ushahidi,Scottish Chemtrails,"[{'name': 'Chemtrails', 'confidence': 1}, {'name': 'Ionospheric Heaters', 'confidence': 1}, {'name': 'Radar', 'confidence': 1}, {'name': 'Geoengineering', 'confidence': 1}, {'name': 'Weather Modification', 'confidence': 1}]",2014-05-09 19:32:52.515586,United Kingdom,Scotland,City of Glasgow,Glasgow,"Street, Glasgow, G12 8",G12 8,Street,"{'adminArea3': 'Scotland', 'adminArea1': 'United Kingdom', 'adminArea4': 'City of Glasgow', 'adminArea5': 'Glasgow', 'streetAddress': 'Street', 'postalCode': 'G12 8', 'formattedAddress': 'Street, Glasgow, G12 8'}","[-4.287974, 55.87074]",55.87074,-4.287974,Chemtrails,Ionospheric Heaters,Radar,en
2014-05-09 19:32:53.318498,"Hi there, 

I have a blog and Youtube at http://www.scottishchemtrails.blogspot.com and http://www.youtube.com/user/scottishchemtrails for showing evidence of Geoengineering in Scotland.

Please feel free to use and post any of my photo's or video's that I have online.

If you would like any of the originals sent to you then just let me know.

Thanks and keep up the great work!

Cheers,

Chris

scottishchemtrails@gmail.com",2014-05-04T06:04:59.000887,,"{'addressComponents': {'adminArea3': 'Scotland', 'adminArea1': 'United Kingdom', 'adminArea4': 'City of Glasgow', 'adminArea5': 'Glasgow', 'streetAddress': 'Street', 'postalCode': 'G12 8', 'formattedAddress': 'Street, Glasgow, G12 8'}, 'coords': [-4.287974, 55.87074]}",5XIuakIkSqqVXfiH_wm6og,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-15T13:18:00.000Z,50423-411,ushahidi,Scottish Chemtrails,"[{'name': 'Chemtrails', 'confidence': 1}, {'name': 'Ionospheric Heaters', 'confidence': 1}, {'name': 'Radar', 'confidence': 1}, {'name': 'Geoengineering', 'confidence': 1}, {'name': 'Weather Modification', 'confidence': 1}]",2014-05-09 19:32:53.318498,United Kingdom,Scotland,City of Glasgow,Glasgow,"Street, Glasgow, G12 8",G12 8,Street,"{'adminArea3': 'Scotland', 'adminArea1': 'United Kingdom', 'adminArea4': 'City of Glasgow', 'adminArea5': 'Glasgow', 'streetAddress': 'Street', 'postalCode': 'G12 8', 'formattedAddress': 'Street, Glasgow, G12 8'}","[-4.287974, 55.87074]",55.87074,-4.287974,Chemtrails,Ionospheric Heaters,Radar,en
2014-05-09 19:28:39.948106,"KMAfrica KnowledgeHub provides Africa's Knowledge community with new ways to Connect, Participate, Contribute, Share and Benefit!. KnowledgeHub delivers a mix of forums, resources and conference papers that encourage participation in complex conversations while stimulating stronger connections and networks. The topics and resources represent a range of cross-cutting knowledge and insight that evoke the appropriate action that transforms vision into reality.",2014-05-04T05:26:00.320488,,"{'addressComponents': {'adminArea3': 'Gauteng', 'adminArea1': 'South Africa', 'adminArea4': 'Johannesburg', 'adminArea5': 'Johannesburg', 'streetAddress': 'Von Wielligh St & Von Wielligh Rd / Market St', 'postalCode': '2001', 'formattedAddress': 'Von Wielligh St & Von Wielligh Rd / Market St, Johannesburg, 2001, South Africa'}, 'coords': [28.047305, -26.204103]}",YEon-hwxQGiZVzINsXyScA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-15T13:14:00.000Z,32383-118,ushahidi,www.KMAfrica.com Knowledgehub,"[{'name': 'Technology Hubs', 'confidence': 1}, {'name': 'University Tech Labs', 'confidence': 1}]",2014-05-09 19:28:39.948106,South Africa,Gauteng,Johannesburg,Johannesburg,"Von Wielligh St & Von Wielligh Rd / Market St, Johannesburg, 2001, South Africa",2001,Von Wielligh St & Von Wielligh Rd / Market St,"{'adminArea3': 'Gauteng', 'adminArea1': 'South Africa', 'adminArea4': 'Johannesburg', 'adminArea5': 'Johannesburg', 'streetAddress': 'Von Wielligh St & Von Wielligh Rd / Market St', 'postalCode': '2001', 'formattedAddress': 'Von Wielligh St & Von Wielligh Rd / Market St, Johannesburg, 2001, South Africa'}","[28.047305, -26.204103]",-26.204103,28.047305,Technology Hubs,University Tech Labs,,en
2014-05-09 19:30:14.279426,"This picture was taken last night around 9pm in Virginia Beach. Check out the #darkchemreflect. It was definitely a first for me seeing the reflection during a #nightspray session. Yesterday was a full on bombardment over SouthEastern Virginia. Lasted all day long, morning-night. At one point last night I counted 8 trails in front of the moon. This is definitely a more rare sighting for me being from Philly, we'll see how the rest of the week plays out. #HeavySprayday for sure. #sprayday14July2013  

 <a href=""http://statigr.am/p/500677823280280855_296615604""><img src=""http://distilleryimage7.s3.amazonaws.com/060a3da2ed6b11e2b85522000a9e28f2_7.jpg"" alt=""060a3da2ed6b11e2b85522000a9e28f2_7.jpg"" /></a>",2014-05-04T05:43:59.952270,,"{'addressComponents': {'adminArea3': 'VA', 'adminArea1': 'United States', 'adminArea4': 'Virginia Beach', 'adminArea5': 'Virginia Beach', 'streetAddress': '304 25th St', 'postalCode': '23451', 'formattedAddress': '304 25th St, Virginia Beach, VA 23451'}, 'coords': [-75.977985, 36.852926]}",a4rkMCfgQ1qY-S6tCMxaLg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-15T09:24:00.000Z,39820-1773,ushahidi,This picture was taken last night around 9pm in Virginia Beach.  7/15/2013,"[{'name': 'Chemtrail Report', 'confidence': 1}]",2014-05-09 19:30:14.279426,United States,VA,Virginia Beach,Virginia Beach,"304 25th St, Virginia Beach, VA 23451",23451,304 25th St,"{'adminArea3': 'VA', 'adminArea1': 'United States', 'adminArea4': 'Virginia Beach', 'adminArea5': 'Virginia Beach', 'streetAddress': '304 25th St', 'postalCode': '23451', 'formattedAddress': '304 25th St, Virginia Beach, VA 23451'}","[-75.977985, 36.852926]",36.852926,-75.977985,Chemtrail Report,,,en
2014-05-09 19:30:12.752070,"Lesson 2: by @Atlantic_Skywatch The Daily Spray Day Tag In my opinion being organized as a large group is key. We have gotten to the point where we have a global network of skywatchers that all use a ""Spray Day"" hashtag that looks like this for today: #SprayDay15July2013 This type of dating system began last November, so we have not made it through an entire year using it yet. Folks have been amazing at noting these days, with 149 photos tagged on March 5 and 161 photos tagged April 7. The only bumps in the road we hit were in June and July which we decided to spell out even though all other months get a 3 letter abbreviation. At this point it's too late to correct it, so we have gone with the 4 letter flow. Below are examples for each month for the rest of the year: #SprayDay1Aug2013 #SprayDay1Sep2013 #SprayDay1Oct2013 #SprayDay1Nov2013 #SprayDay1Dec2013 The rules for tagging are simple… 1. Only tag when there is visible Chemtrail activity 2. Don't tag on clear days. (Use the #clearDay tag) 3. Always look at and ""like"" the photos of that day so you can see where else spraying is occurring and support other skywatchers! We need your help! Please check out my page for numerous examples of what is happening in our sky. Also make sure you come back every Monday at 10am EST for my class.


<a href=""http://statigr.am/p/500607944693284914_311172975""><img src=""http://distilleryimage6.s3.amazonaws.com/a0dfb7bced5711e2934722000a9f3cae_7.jpg"" alt=""a0dfb7bced5711e2934722000a9f3cae_7.jpg"" /></a>",2014-05-04T05:43:54.266659,,"{'addressComponents': {'adminArea3': 'KS', 'adminArea1': 'United States', 'adminArea4': 'Montgomery Co.', 'adminArea5': 'Coffeyville', 'streetAddress': 'Street', 'postalCode': '67337', 'formattedAddress': 'Street, Coffeyville, KS 67337'}, 'coords': [-95.712891, 37.09024]}",Lt2hw_OeTa-3YY5ldtUZLA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-15T07:05:00.000Z,39820-1770,ushahidi,Lesson 2: by @Atlantic_Skywatch The Daily Spray Day Tag,"[{'name': 'Chemtrail Report', 'confidence': 1}]",2014-05-09 19:30:12.752070,United States,KS,Montgomery Co.,Coffeyville,"Street, Coffeyville, KS 67337",67337,Street,"{'adminArea3': 'KS', 'adminArea1': 'United States', 'adminArea4': 'Montgomery Co.', 'adminArea5': 'Coffeyville', 'streetAddress': 'Street', 'postalCode': '67337', 'formattedAddress': 'Street, Coffeyville, KS 67337'}","[-95.712891, 37.09024]",37.09024,-95.712891,Chemtrail Report,,,en
